dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
quarta-feira;MG;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quarta-feira;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SP;Condutor Dormindo;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;SP;Defeito na Via;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
terca-feira;CE;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Viaduto
quarta-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
quarta-feira;BA;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;RN;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;SC;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quarta-feira;MA;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;RN;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;GO;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;MG;Mal Subito;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;ES;Falta de Atencao Conducao;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SP;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;BA;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;BA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;RJ;Condutor Dormindo;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;BA;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;ES;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Rotatoria
quarta-feira;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quarta-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Sem Vitimas;Pleno dia;Sol;Reta
quarta-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Retorno Regulamentado
quarta-feira;RS;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;RJ;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;GO;Ultrapassagem Indevida;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quarta-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Sol;Reta
quarta-feira;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SP;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RS;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;GO;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
quarta-feira;MA;Defeito Mecanico no Veiculo;Derramamento de carga;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
quarta-feira;SC;Ultrapassagem Indevida;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;PE;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Sol;Reta
quarta-feira;MG;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;RN;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quarta-feira;ES;Nao guardar distancia de seguranca;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
quarta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quarta-feira;PA;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Curva
quarta-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;TO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
quarta-feira;SP;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;MG;Pista Escorregadia;Colisao transversal;Com Vitimas Fatais;Pleno dia;Chuva;Curva
quarta-feira;PR;Nao guardar distancia de seguranca;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Chuva;Reta
quarta-feira;GO;Ultrapassagem Indevida;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
quarta-feira;RJ;Ultrapassagem Indevida;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;ES;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
quarta-feira;PI;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Sol;Reta
quarta-feira;RJ;Restricao de Visibilidade;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Desvio Temporario
quarta-feira;SP;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SP;Velocidade Incompativel;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;RJ;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;MS;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;ES;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;BA;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;SC;Desobediencia nas normas de transito pelo condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SP;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
quarta-feira;PB;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Sol;Reta
quarta-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;MG;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Anoitecer;Chuva;Curva
quarta-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;PB;Mal Subito;Queda de ocupante de veiculo;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
quarta-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
quarta-feira;RJ;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;SP;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
quarta-feira;DF;Agressao Externa;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ignorado;Reta
quarta-feira;BA;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quarta-feira;RS;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;MG;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quarta-feira;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;PI;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quarta-feira;RJ;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
quarta-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Viaduto
quarta-feira;SE;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Intersecao de vias
quarta-feira;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quarta-feira;MG;Fenomenos da Natureza;Colisao com objeto em movimento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
quarta-feira;MG;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
quarta-feira;MG;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;RS;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Curva
quarta-feira;PR;Animais na Pista;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Desvio Temporario
quarta-feira;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;ES;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
quarta-feira;CE;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Curva
quarta-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Reta
quarta-feira;TO;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Intersecao de vias
quarta-feira;PR;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Plena Noite;Ceu Claro;Intersecao de vias
quarta-feira;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ignorado;Curva
quarta-feira;MG;Mal Subito;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
quarta-feira;MG;Desobedincia nas normas de transito pelo pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Curva
quarta-feira;GO;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quarta-feira;MA;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quarta-feira;MG;Desobedincia nas normas de transito pelo pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
quarta-feira;RS;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;Curva
quarta-feira;PB;Defeito Mecanico no Veiculo;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quarta-feira;RO;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
quinta-feira;RJ;Sinalizacao da via insuficiente ou inadequada;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
quarta-feira;RN;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quinta-feira;MG;Condutor Dormindo;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
quarta-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quarta-feira;SC;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
quarta-feira;RN;Agressao Externa;Colisao lateral;Sem Vitimas;Plena Noite;Ceu Claro;Reta
quinta-feira;TO;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quinta-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
quarta-feira;CE;Velocidade Incompativel;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;Curva
quinta-feira;PR;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Reta
quinta-feira;SP;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Desvio Temporario
quinta-feira;SC;Ingestao de Alcool;Capotamento;Sem Vitimas;Plena Noite;Ignorado;Rotatoria
quinta-feira;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nublado;Reta
quinta-feira;AL;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto estatico;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
quarta-feira;SC;Ultrapassagem Indevida;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;ES;Mal Subito;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
quinta-feira;MG;Condutor Dormindo;Capotamento;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
quinta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RN;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;Reta
quinta-feira;TO;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Ceu Claro;Rotatoria
quinta-feira;RS;Pista Escorregadia;Colisao frontal;Com Vitimas Feridas;Amanhecer;Chuva;Curva
quinta-feira;ES;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;MT;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;PB;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Retorno Regulamentado
quarta-feira;BA;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
quinta-feira;MG;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;MG;Falta de Atencao Conducao;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;BA;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quinta-feira;PR;Velocidade Incompativel;Engavetamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;PE;Nao guardar distancia de seguranca;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;PE;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quinta-feira;PI;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;MG;Pista Escorregadia;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;RO;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quinta-feira;RS;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
quinta-feira;ES;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
quinta-feira;ES;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;PI;Nao guardar distancia de seguranca;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;MG;Velocidade Incompativel;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;PE;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;BA;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;BA;Defeito Mecanico no Veiculo;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RN;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;SC;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;RS;Velocidade Incompativel;Colisao traseira;Sem Vitimas;Pleno dia;Chuva;Reta
quinta-feira;RJ;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;PR;Sinalizacao da via insuficiente ou inadequada;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RJ;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quinta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;RJ;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Curva
quinta-feira;PR;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
quinta-feira;BA;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;MG;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
quinta-feira;RS;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Curva
quinta-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
quinta-feira;RS;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
quinta-feira;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;BA;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;SC;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;MG;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;SC;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RN;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Reta
quinta-feira;SP;Ingestao de Substancias Psicoativas;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
quinta-feira;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
quinta-feira;MS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;RJ;Velocidade Incompativel;Capotamento;Com Vitimas Fatais;Pleno dia;Ceu Claro;Reta
quinta-feira;BA;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
quinta-feira;SP;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
quinta-feira;SP;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;Reta
quinta-feira;PR;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Curva
quinta-feira;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
quinta-feira;SC;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Sol;Reta
quinta-feira;MG;Velocidade Incompativel;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Curva
quinta-feira;RS;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
quinta-feira;GO;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;Reta
